stop_id,day,time
128N,34 St - Penn Station,SAT,78336
128S,34 St - Penn Station,SAT,76164
128N,34 St - Penn Station,SAT,78816
128S,34 St - Penn Station,SAT,76638
128N,34 St - Penn Station,SAT,79272
128S,34 St - Penn Station,SAT,77118
128N,34 St - Penn Station,SAT,79752
128S,34 St - Penn Station,SAT,77598
128N,34 St - Penn Station,SAT,80232
128S,34 St - Penn Station,SAT,78078
128N,34 St - Penn Station,SAT,80712
128S,34 St - Penn Station,SAT,78558
128N,34 St - Penn Station,SAT,81192
128S,34 St - Penn Station,SAT,79038
128N,34 St - Penn Station,SAT,81672
128S,34 St - Penn Station,SAT,79518
128N,34 St - Penn Station,SAT,82152
128S,34 St - Penn Station,SAT,79998
128N,34 St - Penn Station,SAT,82632
128S,34 St - Penn Station,SAT,80478
128N,34 St - Penn Station,SAT,83112
128S,34 St - Penn Station,SAT,80958
128N,34 St - Penn Station,SAT,83592
128S,34 St - Penn Station,SAT,81438
128N,34 St - Penn Station,SAT,84072
128S,34 St - Penn Station,SAT,81918
128N,34 St - Penn Station,SAT,84552
128S,34 St - Penn Station,SAT,82398
128N,34 St - Penn Station,SAT,85032
128S,34 St - Penn Station,SAT,82878
128N,34 St - Penn Station,SAT,85512
128S,34 St - Penn Station,SAT,83358
128N,34 St - Penn Station,SAT,85992
128S,34 St - Penn Station,SAT,83838
128N,34 St - Penn Station,SAT,86472
128S,34 St - Penn Station,SAT,84318
128N,34 St - Penn Station,SAT,86952
128S,34 St - Penn Station,SAT,84798
128N,34 St - Penn Station,SAT,87402
128S,34 St - Penn Station,SAT,85278
128N,34 St - Penn Station,SAT,87882
128S,34 St - Penn Station,SAT,85758
128N,34 St - Penn Station,SAT,88362
128S,34 St - Penn Station,SAT,86238
128N,34 St - Penn Station,SAT,88842
128S,34 St - Penn Station,SAT,86718
128N,34 St - Penn Station,SAT,89322
128S,34 St - Penn Station,SAT,87198
128N,34 St - Penn Station,SAT,89802
128S,34 St - Penn Station,SAT,87678
128N,34 St - Penn Station,SAT,90282
128S,34 St - Penn Station,SAT,88218
128N,34 St - Penn Station,SAT,90942
128S,34 St - Penn Station,SUN,2658
128N,34 St - Penn Station,SUN,5322
128S,34 St - Penn Station,SUN,3798
128N,34 St - Penn Station,SUN,6522
128S,34 St - Penn Station,SUN,4998
128N,34 St - Penn Station,SUN,7722
128S,34 St - Penn Station,SUN,6198
128N,34 St - Penn Station,SUN,8922
128S,34 St - Penn Station,SUN,7398
128N,34 St - Penn Station,SUN,10122
128S,34 St - Penn Station,SUN,8598
128N,34 St - Penn Station,SUN,11322
128S,34 St - Penn Station,SUN,9798
128N,34 St - Penn Station,SUN,12522
128S,34 St - Penn Station,SUN,10998
128N,34 St - Penn Station,SUN,13722
128S,34 St - Penn Station,SUN,12198
128N,34 St - Penn Station,SUN,14922
128S,34 St - Penn Station,SUN,13398
128N,34 St - Penn Station,SUN,16122
128S,34 St - Penn Station,SUN,14598
128N,34 St - Penn Station,SUN,17322
128S,34 St - Penn Station,SUN,15798
128N,34 St - Penn Station,SUN,18522
128S,34 St - Penn Station,SUN,16998
128N,34 St - Penn Station,SUN,19722
128S,34 St - Penn Station,SUN,18198
128N,34 St - Penn Station,SUN,20922
128S,34 St - Penn Station,SUN,19398
128N,34 St - Penn Station,SUN,22122
128S,34 St - Penn Station,SUN,20598
128N,34 St - Penn Station,SUN,23322
128S,34 St - Penn Station,SUN,21798
128N,34 St - Penn Station,SUN,24522
128S,34 St - Penn Station,SUN,22998
128N,34 St - Penn Station,SUN,25722
128S,34 St - Penn Station,SUN,24138
128N,34 St - Penn Station,SUN,26922
128S,34 St - Penn Station,SUN,25278
128N,34 St - Penn Station,SUN,28122
128S,34 St - Penn Station,SUN,26424
128N,34 St - Penn Station,SUN,29346
128S,34 St - Penn Station,SUN,27384
128N,34 St - Penn Station,SUN,30306
128S,34 St - Penn Station,SUN,28314
128N,34 St - Penn Station,SUN,31206
128S,34 St - Penn Station,SUN,29124
128N,34 St - Penn Station,SUN,32106
128S,34 St - Penn Station,SUN,29844
128N,34 St - Penn Station,SUN,33006
128S,34 St - Penn Station,SUN,30564
128N,34 St - Penn Station,SUN,33726
128S,34 St - Penn Station,SUN,31284
128N,34 St - Penn Station,SUN,34446
128S,34 St - Penn Station,SUN,32004
128N,34 St - Penn Station,SUN,35046
128S,34 St - Penn Station,SUN,32724
128N,34 St - Penn Station,SUN,35676
128S,34 St - Penn Station,SUN,33324
128N,34 St - Penn Station,SUN,36276
128S,34 St - Penn Station,SUN,33924
128N,34 St - Penn Station,SUN,36876
128S,34 St - Penn Station,SUN,34524
128N,34 St - Penn Station,SUN,37446
128S,34 St - Penn Station,SUN,35124
128N,34 St - Penn Station,SUN,37926
128S,34 St - Penn Station,SUN,35724
128N,34 St - Penn Station,SUN,38406
128S,34 St - Penn Station,SUN,36204
128N,34 St - Penn Station,SUN,38886
128S,34 St - Penn Station,SUN,36684
128N,34 St - Penn Station,SUN,39366
128S,34 St - Penn Station,SUN,37164
128N,34 St - Penn Station,SUN,39846
128S,34 St - Penn Station,SUN,37644
128N,34 St - Penn Station,SUN,40326
128S,34 St - Penn Station,SUN,38124
128N,34 St - Penn Station,SUN,40806
128S,34 St - Penn Station,SUN,38604
128N,34 St - Penn Station,SUN,41286
128S,34 St - Penn Station,SUN,39084
128N,34 St - Penn Station,SUN,41766
128S,34 St - Penn Station,SUN,39564
128N,34 St - Penn Station,SUN,42246
128S,34 St - Penn Station,SUN,40044
128N,34 St - Penn Station,SUN,42726
128S,34 St - Penn Station,SUN,40524
128N,34 St - Penn Station,SUN,43206
128S,34 St - Penn Station,SUN,41004
128N,34 St - Penn Station,SUN,43686
128S,34 St - Penn Station,SUN,41484
128N,34 St - Penn Station,SUN,44166
128S,34 St - Penn Station,SUN,41964
128N,34 St - Penn Station,SUN,44646
128S,34 St - Penn Station,SUN,42444
128N,34 St - Penn Station,SUN,45126
128S,34 St - Penn Station,SUN,42924
128N,34 St - Penn Station,SUN,45606
128S,34 St - Penn Station,SUN,43404
128N,34 St - Penn Station,SUN,46086
128S,34 St - Penn Station,SUN,43884
128N,34 St - Penn Station,SUN,46566
128S,34 St - Penn Station,SUN,44364
128N,34 St - Penn Station,SUN,47046
128S,34 St - Penn Station,SUN,44844
128N,34 St - Penn Station,SUN,47526
128S,34 St - Penn Station,SUN,45324
128N,34 St - Penn Station,SUN,48006
128S,34 St - Penn Station,SUN,45804
128N,34 St - Penn Station,SUN,48486
128S,34 St - Penn Station,SUN,46284
128N,34 St - Penn Station,SUN,48966
128S,34 St - Penn Station,SUN,46764
128N,34 St - Penn Station,SUN,49446
128S,34 St - Penn Station,SUN,47244
128N,34 St - Penn Station,SUN,49926
128S,34 St - Penn Station,SUN,47724
128N,34 St - Penn Station,SUN,50406
128S,34 St - Penn Station,SUN,48204
128N,34 St - Penn Station,SUN,50886
128S,34 St - Penn Station,SUN,48684
128N,34 St - Penn Station,SUN,51366
128S,34 St - Penn Station,SUN,49164
128N,34 St - Penn Station,SUN,51846
128S,34 St - Penn Station,SUN,49644
128N,34 St - Penn Station,SUN,52326
128S,34 St - Penn Station,SUN,50124
128N,34 St - Penn Station,SUN,52806
128S,34 St - Penn Station,SUN,50604
128N,34 St - Penn Station,SUN,53286
128S,34 St - Penn Station,SUN,51084
128N,34 St - Penn Station,SUN,53766
128S,34 St - Penn Station,SUN,51564
128N,34 St - Penn Station,SUN,54246
128S,34 St - Penn Station,SUN,52044
128N,34 St - Penn Station,SUN,54726
128S,34 St - Penn Station,SUN,52524
128N,34 St - Penn Station,SUN,55206
128S,34 St - Penn Station,SUN,53004
128N,34 St - Penn Station,SUN,55686
128S,34 St - Penn Station,SUN,53484
128N,34 St - Penn Station,SUN,56166
128S,34 St - Penn Station,SUN,53964
128N,34 St - Penn Station,SUN,56646
128S,34 St - Penn Station,SUN,54444
128N,34 St - Penn Station,SUN,57126
128S,34 St - Penn Station,SUN,54924
128N,34 St - Penn Station,SUN,57606
128S,34 St - Penn Station,SUN,55404
128N,34 St - Penn Station,SUN,58086
128S,34 St - Penn Station,SUN,55884
128N,34 St - Penn Station,SUN,58566
128S,34 St - Penn Station,SUN,56364
128N,34 St - Penn Station,SUN,59046
128S,34 St - Penn Station,SUN,56844
128N,34 St - Penn Station,SUN,59526
128S,34 St - Penn Station,SUN,57324
128N,34 St - Penn Station,SUN,60006
128S,34 St - Penn Station,SUN,57804
128N,34 St - Penn Station,SUN,60486
128S,34 St - Penn Station,SUN,58284
128N,34 St - Penn Station,SUN,60966
128S,34 St - Penn Station,SUN,58764
128N,34 St - Penn Station,SUN,61446
128S,34 St - Penn Station,SUN,59244
128N,34 St - Penn Station,SUN,61926
128S,34 St - Penn Station,SUN,59724
128N,34 St - Penn Station,SUN,62406
128S,34 St - Penn Station,SUN,60204
128N,34 St - Penn Station,SUN,62886
128S,34 St - Penn Station,SUN,60684
128N,34 St - Penn Station,SUN,63366
128S,34 St - Penn Station,SUN,61164
128N,34 St - Penn Station,SUN,63846
128S,34 St - Penn Station,SUN,61644
128N,34 St - Penn Station,SUN,64326
128S,34 St - Penn Station,SUN,62124
128N,34 St - Penn Station,SUN,64806
128S,34 St - Penn Station,SUN,62604
128N,34 St - Penn Station,SUN,65286
128S,34 St - Penn Station,SUN,63084
128N,34 St - Penn Station,SUN,65766
128S,34 St - Penn Station,SUN,63564
128N,34 St - Penn Station,SUN,66246
128S,34 St - Penn Station,SUN,64044
128N,34 St - Penn Station,SUN,66726
128S,34 St - Penn Station,SUN,64524
128N,34 St - Penn Station,SUN,67206
128S,34 St - Penn Station,SUN,65004
128N,34 St - Penn Station,SUN,67686
128S,34 St - Penn Station,SUN,65484
128N,34 St - Penn Station,SUN,68166
128S,34 St - Penn Station,SUN,65964
128N,34 St - Penn Station,SUN,68646
128S,34 St - Penn Station,SUN,66444
128N,34 St - Penn Station,SUN,69126
128S,34 St - Penn Station,SUN,66924
128N,34 St - Penn Station,SUN,69606
128S,34 St - Penn Station,SUN,67404
128N,34 St - Penn Station,SUN,70086
128S,34 St - Penn Station,SUN,67884
128N,34 St - Penn Station,SUN,70566
128S,34 St - Penn Station,SUN,68364
128N,34 St - Penn Station,SUN,71046
128S,34 St - Penn Station,SUN,68844
128N,34 St - Penn Station,SUN,71526
128S,34 St - Penn Station,SUN,69324
128N,34 St - Penn Station,SUN,72006
128S,34 St - Penn Station,SUN,69804
128N,34 St - Penn Station,SUN,72486
128S,34 St - Penn Station,SUN,70284
128N,34 St - Penn Station,SUN,72966
128S,34 St - Penn Station,SUN,70764
128N,34 St - Penn Station,SUN,73446
128S,34 St - Penn Station,SUN,71244
128N,34 St - Penn Station,SUN,73926
128S,34 St - Penn Station,SUN,71724
128N,34 St - Penn Station,SUN,74406
128S,34 St - Penn Station,SUN,72204
128N,34 St - Penn Station,SUN,74886
128S,34 St - Penn Station,SUN,72684
128N,34 St - Penn Station,SUN,75366
128S,34 St - Penn Station,SUN,73164
128N,34 St - Penn Station,SUN,75846
128S,34 St - Penn Station,SUN,73644
128N,34 St - Penn Station,SUN,76326
128S,34 St - Penn Station,SUN,74124
128N,34 St - Penn Station,SUN,76806
128S,34 St - Penn Station,SUN,74604
128N,34 St - Penn Station,SUN,77286
128S,34 St - Penn Station,SUN,75084
128N,34 St - Penn Station,SUN,77766
128S,34 St - Penn Station,SUN,75564
128N,34 St - Penn Station,SUN,78216
128S,34 St - Penn Station,SUN,76044
128N,34 St - Penn Station,SUN,78696
128S,34 St - Penn Station,SUN,76524
128N,34 St - Penn Station,SUN,79176
128S,34 St - Penn Station,SUN,77004
128N,34 St - Penn Station,SUN,79656
128S,34 St - Penn Station,SUN,77484
128N,34 St - Penn Station,SUN,80136
128S,34 St - Penn Station,SUN,77964
128N,34 St - Penn Station,SUN,80646
128S,34 St - Penn Station,SUN,78564
128N,34 St - Penn Station,SUN,81246
128S,34 St - Penn Station,SUN,79164
128N,34 St - Penn Station,SUN,81846
128S,34 St - Penn Station,SUN,79764
128N,34 St - Penn Station,SUN,82476
128S,34 St - Penn Station,SUN,80364
128N,34 St - Penn Station,SUN,83166
128S,34 St - Penn Station,SUN,80958
128N,34 St - Penn Station,SUN,83826
128S,34 St - Penn Station,SUN,81678
128N,34 St - Penn Station,SUN,84486
128S,34 St - Penn Station,SUN,82398
128N,34 St - Penn Station,SUN,85182
128S,34 St - Penn Station,SUN,83118
128N,34 St - Penn Station,SUN,85902
128S,34 St - Penn Station,SUN,83838
128N,34 St - Penn Station,SUN,86622
128S,34 St - Penn Station,SUN,84558
128N,34 St - Penn Station,SUN,87342
128S,34 St - Penn Station,SUN,85398
128N,34 St - Penn Station,SUN,88062
128S,34 St - Penn Station,SUN,86298
128N,34 St - Penn Station,SUN,88962
128S,34 St - Penn Station,SUN,87198
128N,34 St - Penn Station,SUN,89862
128S,34 St - Penn Station,SUN,88218
128N,34 St - Penn Station,SUN,90822
128S,34 St - Penn Station,WKD,3258
128N,34 St - Penn Station,WKD,10422
128S,34 St - Penn Station,WKD,4458
128N,34 St - Penn Station,WKD,11622
128S,34 St - Penn Station,WKD,5658
128N,34 St - Penn Station,WKD,12822
128S,34 St - Penn Station,WKD,6858
128N,34 St - Penn Station,WKD,14022
128S,34 St - Penn Station,WKD,8058
128N,34 St - Penn Station,WKD,15222
128S,34 St - Penn Station,WKD,9258
128N,34 St - Penn Station,WKD,16422
128S,34 St - Penn Station,WKD,10458
128N,34 St - Penn Station,WKD,17622
128S,34 St - Penn Station,WKD,11658
128N,34 St - Penn Station,WKD,18822
128S,34 St - Penn Station,WKD,12858
128N,34 St - Penn Station,WKD,20022
128S,34 St - Penn Station,WKD,14058
128N,34 St - Penn Station,WKD,20982
128S,34 St - Penn Station,WKD,15258
128N,34 St - Penn Station,WKD,21522
128S,34 St - Penn Station,WKD,16458
128N,34 St - Penn Station,WKD,22452
128S,34 St - Penn Station,WKD,17658
128N,34 St - Penn Station,WKD,23232
128S,34 St - Penn Station,WKD,18858
128N,34 St - Penn Station,WKD,23952
128S,34 St - Penn Station,WKD,19854
128N,34 St - Penn Station,WKD,24612
128N,34 St - Penn Station,WKD,25362
128S,34 St - Penn Station,WKD,20964
128N,34 St - Penn Station,WKD,26082
128S,34 St - Penn Station,WKD,21624
128N,34 St - Penn Station,WKD,26682
128S,34 St - Penn Station,WKD,22344
128N,34 St - Penn Station,WKD,27282
128N,34 St - Penn Station,WKD,27762
128S,34 St - Penn Station,WKD,23094
128N,34 St - Penn Station,WKD,28272
128S,34 St - Penn Station,WKD,23694
128N,34 St - Penn Station,WKD,28752
128S,34 St - Penn Station,WKD,24294
128N,34 St - Penn Station,WKD,29262
128S,34 St - Penn Station,WKD,24654
128N,34 St - Penn Station,WKD,29736
128S,34 St - Penn Station,WKD,24894
128N,34 St - Penn Station,WKD,30204
128S,34 St - Penn Station,WKD,25374
128N,34 St - Penn Station,WKD,30624
128S,34 St - Penn Station,WKD,25824
128N,34 St - Penn Station,WKD,31044
128S,34 St - Penn Station,WKD,26256
128N,34 St - Penn Station,WKD,31404
128S,34 St - Penn Station,WKD,26616
128N,34 St - Penn Station,WKD,31764
128S,34 St - Penn Station,WKD,26856
128N,34 St - Penn Station,WKD,32124
128S,34 St - Penn Station,WKD,27216
128N,34 St - Penn Station,WKD,32484
128S,34 St - Penn Station,WKD,27576
128N,34 St - Penn Station,WKD,32844
128S,34 St - Penn Station,WKD,28068
128N,34 St - Penn Station,WKD,33294
128S,34 St - Penn Station,WKD,28548
128N,34 St - Penn Station,WKD,33654
128S,34 St - Penn Station,WKD,28938
128N,34 St - Penn Station,WKD,34164
128S,34 St - Penn Station,WKD,29268
128N,34 St - Penn Station,WKD,34314
128S,34 St - Penn Station,WKD,29658
128N,34 St - Penn Station,WKD,34734
128S,34 St - Penn Station,WKD,30018
128N,34 St - Penn Station,WKD,35124
128S,34 St - Penn Station,WKD,30288
128N,34 St - Penn Station,WKD,35574
128S,34 St - Penn Station,WKD,30654
128S,34 St - Penn Station,WKD,30924
128N,34 St - Penn Station,WKD,36144
128S,34 St - Penn Station,WKD,31176
128S,34 St - Penn Station,WKD,31446
128N,34 St - Penn Station,WKD,36564
128S,34 St - Penn Station,WKD,31746
128S,34 St - Penn Station,WKD,31944
128N,34 St - Penn Station,WKD,37044
128S,34 St - Penn Station,WKD,32214
128N,34 St - Penn Station,WKD,37506
128S,34 St - Penn Station,WKD,32574
128S,34 St - Penn Station,WKD,32928
128N,34 St - Penn Station,WKD,37986
128S,34 St - Penn Station,WKD,33288
128N,34 St - Penn Station,WKD,38466
128S,34 St - Penn Station,WKD,33648
128N,34 St - Penn Station,WKD,38946
128S,34 St - Penn Station,WKD,34158
128N,34 St - Penn Station,WKD,39396
128S,34 St - Penn Station,WKD,34578
128N,34 St - Penn Station,WKD,39756
128S,34 St - Penn Station,WKD,35016
128N,34 St - Penn Station,WKD,40146
128S,34 St - Penn Station,WKD,35406
128N,34 St - Penn Station,WKD,40596
128S,34 St - Penn Station,WKD,35856
128N,34 St - Penn Station,WKD,41076
128S,34 St - Penn Station,WKD,36186
128N,34 St - Penn Station,WKD,41556
128S,34 St - Penn Station,WKD,36594
128N,34 St - Penn Station,WKD,42036
128S,34 St - Penn Station,WKD,36984
128N,34 St - Penn Station,WKD,42516
128S,34 St - Penn Station,WKD,37464
128N,34 St - Penn Station,WKD,42996
128S,34 St - Penn Station,WKD,37944
128N,34 St - Penn Station,WKD,43476
128S,34 St - Penn Station,WKD,38424
128N,34 St - Penn Station,WKD,43956
128S,34 St - Penn Station,WKD,38904
128N,34 St - Penn Station,WKD,44436
128S,34 St - Penn Station,WKD,39354
128N,34 St - Penn Station,WKD,44916
128S,34 St - Penn Station,WKD,39834
128N,34 St - Penn Station,WKD,45396
128S,34 St - Penn Station,WKD,40314
128N,34 St - Penn Station,WKD,45876
128S,34 St - Penn Station,WKD,40794
128N,34 St - Penn Station,WKD,46356
128S,34 St - Penn Station,WKD,41274
128N,34 St - Penn Station,WKD,46836
128S,34 St - Penn Station,WKD,41754
128N,34 St - Penn Station,WKD,47316
128S,34 St - Penn Station,WKD,42234
128N,34 St - Penn Station,WKD,47796
128S,34 St - Penn Station,WKD,42714
128N,34 St - Penn Station,WKD,48276
128S,34 St - Penn Station,WKD,43194
128N,34 St - Penn Station,WKD,48756
128S,34 St - Penn Station,WKD,43674
128N,34 St - Penn Station,WKD,49236
128S,34 St - Penn Station,WKD,44154
128N,34 St - Penn Station,WKD,49716
128S,34 St - Penn Station,WKD,44634
128N,34 St - Penn Station,WKD,50196
128S,34 St - Penn Station,WKD,45114
128N,34 St - Penn Station,WKD,50676
128S,34 St - Penn Station,WKD,45594
128N,34 St - Penn Station,WKD,51156
128S,34 St - Penn Station,WKD,46074
128N,34 St - Penn Station,WKD,51636
128S,34 St - Penn Station,WKD,46554
128N,34 St - Penn Station,WKD,52116
128S,34 St - Penn Station,WKD,47034
128N,34 St - Penn Station,WKD,52596
128S,34 St - Penn Station,WKD,47514
128N,34 St - Penn Station,WKD,53076
128S,34 St - Penn Station,WKD,47994
128N,34 St - Penn Station,WKD,53556
128S,34 St - Penn Station,WKD,48474
128N,34 St - Penn Station,WKD,54036
128S,34 St - Penn Station,WKD,48954
128N,34 St - Penn Station,WKD,54516
128S,34 St - Penn Station,WKD,49434
128N,34 St - Penn Station,WKD,54996
128S,34 St - Penn Station,WKD,49914
128N,34 St - Penn Station,WKD,55476
128S,34 St - Penn Station,WKD,50394
128N,34 St - Penn Station,WKD,55956
128S,34 St - Penn Station,WKD,50874
128N,34 St - Penn Station,WKD,56436
128S,34 St - Penn Station,WKD,51354
128N,34 St - Penn Station,WKD,56916
128S,34 St - Penn Station,WKD,51834
128N,34 St - Penn Station,WKD,57396
128S,34 St - Penn Station,WKD,52314
128N,34 St - Penn Station,WKD,57876
128S,34 St - Penn Station,WKD,52794
128N,34 St - Penn Station,WKD,58536
128S,34 St - Penn Station,WKD,53274
128N,34 St - Penn Station,WKD,58956
128S,34 St - Penn Station,WKD,53754
128N,34 St - Penn Station,WKD,59436
128S,34 St - Penn Station,WKD,54234
128N,34 St - Penn Station,WKD,59916
128S,34 St - Penn Station,WKD,54714
128N,34 St - Penn Station,WKD,60336
128S,34 St - Penn Station,WKD,55314
128N,34 St - Penn Station,WKD,60804
128S,34 St - Penn Station,WKD,55854
128N,34 St - Penn Station,WKD,61242
128N,34 St - Penn Station,WKD,61602
128S,34 St - Penn Station,WKD,56454
128N,34 St - Penn Station,WKD,61842
128S,34 St - Penn Station,WKD,56874
128N,34 St - Penn Station,WKD,62142
128N,34 St - Penn Station,WKD,62322
128S,34 St - Penn Station,WKD,57264
128N,34 St - Penn Station,WKD,62712
128S,34 St - Penn Station,WKD,57774
128N,34 St - Penn Station,WKD,63072
128S,34 St - Penn Station,WKD,58314
128N,34 St - Penn Station,WKD,63372
128N,34 St - Penn Station,WKD,63612
128S,34 St - Penn Station,WKD,58794
128N,34 St - Penn Station,WKD,63912
128S,34 St - Penn Station,WKD,59244
128N,34 St - Penn Station,WKD,64362
128S,34 St - Penn Station,WKD,59574
128N,34 St - Penn Station,WKD,64692
128S,34 St - Penn Station,WKD,59904
128N,34 St - Penn Station,WKD,65064
128S,34 St - Penn Station,WKD,60294
128N,34 St - Penn Station,WKD,65424
128S,34 St - Penn Station,WKD,60696
128N,34 St - Penn Station,WKD,65784
128N,34 St - Penn Station,WKD,66144
128S,34 St - Penn Station,WKD,61086
128N,34 St - Penn Station,WKD,66504
128S,34 St - Penn Station,WKD,61566
128N,34 St - Penn Station,WKD,66864
128S,34 St - Penn Station,WKD,61986
128N,34 St - Penn Station,WKD,67224
128S,34 St - Penn Station,WKD,62376
128N,34 St - Penn Station,WKD,67644
128S,34 St - Penn Station,WKD,62766
128N,34 St - Penn Station,WKD,68034
128S,34 St - Penn Station,WKD,63186
128N,34 St - Penn Station,WKD,68454
128S,34 St - Penn Station,WKD,63636
128N,34 St - Penn Station,WKD,68886
128S,34 St - Penn Station,WKD,64116
